State,City,Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),CO (mg/m3),SO2 (ug/m3),O3 (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Xylene (ug/m3),AQI,AQI_Bucket,Wind_Speed (km/h),Humidity (%),Deforestation_Rate_%,Industry_Growth_%,CO2_Emission_MT,Population_Density_per_SqKm
Rivers,Obio-Akpor,2017-07-01,133.75,194.93,16.09,69.93,34.3,32.34,3.97,71.69,60.27,6.39,14.03,10.85,191,Unhealthy,8.7,93.0,0.457,5.88,37.86,712.8
Rivers,Obio-Akpor,2017-08-01,33.0,89.68,19.04,65.08,67.04,24.72,1.96,58.31,55.69,3.72,6.71,3.65,95,Moderate,5.3,100.0,0.471,6.38,36.85,713.3
Rivers,Obio-Akpor,2017-09-01,66.29,89.35,19.94,51.14,58.93,8.8,1.08,58.76,71.01,6.96,17.17,5.67,157,Unhealthy,2.7,99.2,0.526,5.1,38.62,716.0
Rivers,Obio-Akpor,2017-10-01,62.12,205.75,37.7,54.03,61.8,11.07,2.98,87.15,60.57,2.31,16.74,6.26,154,Unhealthy,6.6,81.7,0.383,4.43,39.1,707.8
Rivers,Obio-Akpor,2017-11-01,111.88,441.96,46.5,47.65,111.33,24.31,1.51,122.65,44.02,9.95,17.6,2.44,180,Unhealthy,8.8,67.3,0.594,4.7,39.42,715.8
Rivers,Obio-Akpor,2017-12-01,236.0,660.21,29.68,71.99,63.88,51.08,3.53,150.0,52.26,19.15,47.46,13.64,286,Very Unhealthy,4.8,63.5,0.538,5.43,38.64,716.2
Rivers,Obio-Akpor,2018-01-01,85.89,418.98,85.9,95.1,146.0,59.62,4.5,106.45,103.56,16.51,25.83,3.08,167,Unhealthy,7.2,40.0,0.539,5.6,38.07,730.6
Rivers,Obio-Akpor,2018-02-01,105.35,221.31,41.75,76.71,65.82,25.65,5.66,53.18,73.24,18.13,45.49,6.48,177,Unhealthy,11.1,44.1,0.434,4.32,39.0,726.9
Rivers,Obio-Akpor,2018-03-01,163.36,501.6,55.54,47.1,93.73,34.32,1.52,43.36,96.71,4.41,21.12,3.12,214,Very Unhealthy,11.6,53.4,0.523,5.53,39.94,733.5
Rivers,Obio-Akpor,2018-04-01,137.34,169.1,14.48,30.39,34.57,12.69,3.63,53.66,57.29,6.63,7.22,6.11,193,Unhealthy,9.6,79.8,0.54,4.99,38.76,730.1
Rivers,Obio-Akpor,2018-05-01,66.19,249.14,30.73,54.51,85.87,17.06,1.45,83.36,45.98,5.38,7.31,9.53,157,Unhealthy,4.4,100.0,0.461,6.21,38.17,736.6
Rivers,Obio-Akpor,2018-06-01,45.35,255.86,20.41,41.01,38.75,19.77,1.94,63.43,47.18,6.43,27.54,3.64,125,Unhealthy for Sensitive Groups,5.7,100.0,0.531,6.5,38.78,725.7
Rivers,Obio-Akpor,2018-07-01,129.76,209.16,32.51,57.45,39.51,29.06,3.01,59.02,55.98,10.87,15.77,6.12,189,Unhealthy,0.6,100.0,0.461,5.32,38.89,731.0
Rivers,Obio-Akpor,2018-08-01,86.68,179.23,28.25,24.07,79.74,20.29,4.57,42.15,47.71,3.38,15.81,1.71,167,Unhealthy,0.5,100.0,0.419,3.49,39.33,730.4
Rivers,Obio-Akpor,2018-09-01,135.22,260.86,48.16,45.88,35.66,24.85,3.27,78.04,65.6,7.57,19.81,5.77,192,Unhealthy,4.6,100.0,0.532,5.88,38.64,737.0
Rivers,Obio-Akpor,2018-10-01,132.43,210.55,26.0,33.71,81.61,22.59,3.82,34.77,50.5,9.2,19.9,8.19,191,Unhealthy,5.4,77.8,0.485,4.4,39.31,728.3
Rivers,Obio-Akpor,2018-11-01,121.65,522.92,57.81,62.02,44.18,19.25,5.7,129.82,106.04,11.14,12.52,7.15,185,Unhealthy,12.4,74.9,0.527,4.33,38.31,727.1
Rivers,Obio-Akpor,2018-12-01,77.11,327.01,38.0,112.57,81.18,19.2,8.03,150.0,131.22,5.71,38.6,3.08,162,Unhealthy,10.2,44.1,0.562,4.84,39.19,728.0
Rivers,Obio-Akpor,2019-01-01,128.74,257.02,25.73,129.17,69.74,43.01,8.87,109.32,127.18,12.44,34.69,11.53,189,Unhealthy,9.2,55.2,0.495,6.16,40.65,744.1
Rivers,Obio-Akpor,2019-02-01,138.15,561.59,75.88,101.44,138.72,41.05,4.71,83.68,93.66,11.67,26.5,15.54,194,Unhealthy,7.5,52.6,0.523,4.6,39.33,741.9
Rivers,Obio-Akpor,2019-03-01,77.32,271.87,38.6,64.92,75.34,29.37,1.54,108.74,47.79,5.09,19.63,11.88,162,Unhealthy,5.9,54.1,0.525,4.57,40.59,747.1
Rivers,Obio-Akpor,2019-04-01,116.14,139.07,49.95,29.4,86.59,17.37,2.34,66.32,37.18,2.81,20.46,11.2,182,Unhealthy,4.5,89.7,0.525,5.63,39.22,743.1
Rivers,Obio-Akpor,2019-05-01,55.68,137.41,28.04,55.87,62.21,12.82,1.34,104.65,43.89,10.81,8.91,6.65,151,Unhealthy,6.9,91.7,0.519,3.42,40.63,747.0
Rivers,Obio-Akpor,2019-06-01,108.79,92.61,40.61,45.68,69.5,19.32,3.05,120.68,37.33,10.41,12.06,11.21,179,Unhealthy,4.0,94.9,0.556,5.94,39.89,746.1
Rivers,Obio-Akpor,2019-07-01,130.1,224.93,31.78,32.93,83.35,18.45,1.94,103.68,80.19,11.27,14.44,5.72,190,Unhealthy,2.3,100.0,0.458,5.87,40.2,745.4
Rivers,Obio-Akpor,2019-08-01,32.31,224.49,33.84,38.07,79.84,23.03,4.03,41.12,50.41,8.48,14.65,4.22,94,Moderate,1.8,100.0,0.585,6.27,41.46,753.2
Rivers,Obio-Akpor,2019-09-01,100.96,250.72,48.69,28.84,33.64,29.22,3.76,64.66,52.05,2.95,9.69,11.31,174,Unhealthy,5.5,100.0,0.469,3.25,39.77,745.7
Rivers,Obio-Akpor,2019-10-01,78.42,236.96,18.75,43.59,61.25,18.19,3.49,72.36,56.26,10.44,16.43,8.47,163,Unhealthy,9.4,88.8,0.532,5.07,39.1,744.9
Rivers,Obio-Akpor,2019-11-01,110.96,301.87,50.63,72.65,77.87,21.06,2.93,51.76,91.22,6.59,39.46,9.15,180,Unhealthy,5.2,81.9,0.516,6.77,41.7,744.7
Rivers,Obio-Akpor,2019-12-01,172.61,658.02,28.58,126.07,51.3,34.52,6.03,67.51,53.9,14.4,16.14,15.61,223,Very Unhealthy,13.6,63.0,0.55,3.8,39.18,748.1
Rivers,Obio-Akpor,2020-01-01,143.49,703.74,77.61,53.28,111.66,43.97,5.81,150.0,58.53,18.56,40.15,20.0,196,Unhealthy,4.4,53.4,0.47,4.89,40.48,767.3
Rivers,Obio-Akpor,2020-02-01,243.81,205.59,34.62,76.74,134.04,42.0,5.96,150.0,91.25,9.22,34.38,19.68,293,Very Unhealthy,12.3,39.6,0.445,3.99,41.56,755.8
Rivers,Obio-Akpor,2020-03-01,59.35,403.94,40.76,73.18,77.92,18.44,5.3,117.61,45.19,5.62,29.58,4.46,153,Unhealthy,7.9,57.7,0.455,6.17,41.94,767.5
Rivers,Obio-Akpor,2020-04-01,100.6,120.66,22.57,74.69,44.87,24.15,3.5,67.51,77.54,4.18,11.15,2.54,174,Unhealthy,4.4,89.0,0.46,4.3,41.13,762.9
Rivers,Obio-Akpor,2020-05-01,98.96,190.76,34.67,75.2,58.02,33.54,4.39,49.34,43.9,7.03,23.08,10.93,173,Unhealthy,5.9,91.8,0.489,7.13,41.72,761.1
Rivers,Obio-Akpor,2020-06-01,84.94,148.88,26.8,45.1,25.32,10.73,3.84,75.8,74.55,8.9,7.2,10.65,166,Unhealthy,3.9,95.0,0.474,5.55,40.43,759.5
Rivers,Obio-Akpor,2020-07-01,55.9,204.33,33.2,42.93,55.17,15.62,2.58,35.79,58.28,8.72,14.66,4.67,151,Unhealthy,3.3,100.0,0.443,5.86,40.12,765.2
Rivers,Obio-Akpor,2020-08-01,67.27,159.71,29.67,38.17,86.3,17.32,4.54,56.71,43.37,12.18,22.69,7.11,157,Unhealthy,8.5,98.6,0.496,4.66,40.5,760.7
Rivers,Obio-Akpor,2020-09-01,104.58,206.72,34.76,62.68,49.94,29.7,1.38,110.5,37.84,7.86,5.73,11.21,176,Unhealthy,7.0,100.0,0.466,5.01,40.98,757.4
Rivers,Obio-Akpor,2020-10-01,113.57,223.82,21.78,61.13,75.7,32.85,2.23,76.07,61.08,4.07,10.54,9.75,181,Unhealthy,8.1,89.4,0.514,5.26,42.27,767.2
Rivers,Obio-Akpor,2020-11-01,202.72,541.5,28.16,94.64,106.47,19.15,5.96,131.64,53.06,7.59,13.35,2.94,253,Very Unhealthy,8.3,57.2,0.447,5.21,41.21,756.0
Rivers,Obio-Akpor,2020-12-01,197.08,463.17,38.57,88.61,164.59,36.75,2.01,135.57,99.03,14.88,13.8,14.96,247,Very Unhealthy,5.8,48.4,0.46,4.08,41.62,764.7
Rivers,Obio-Akpor,2021-01-01,200.76,746.6,54.64,122.28,80.5,40.18,7.11,93.5,110.32,4.44,27.78,11.25,251,Very Unhealthy,12.2,56.1,0.587,3.81,43.14,779.6
Rivers,Obio-Akpor,2021-02-01,202.9,234.0,80.31,91.97,83.7,20.03,3.13,130.39,124.17,16.72,41.1,15.23,253,Very Unhealthy,8.7,61.5,0.416,6.17,41.95,778.8
Rivers,Obio-Akpor,2021-03-01,134.67,266.67,38.34,94.14,76.02,39.82,2.79,126.45,73.49,13.43,10.6,12.0,192,Unhealthy,10.6,53.6,0.613,4.83,43.42,779.0
Rivers,Obio-Akpor,2021-04-01,164.61,185.76,46.15,56.73,45.04,35.49,1.22,46.95,72.94,4.9,27.97,12.49,215,Very Unhealthy,5.4,87.7,0.563,3.8,41.85,774.1
Rivers,Obio-Akpor,2021-05-01,156.19,266.52,19.87,25.5,32.51,13.49,1.59,36.51,53.36,9.47,8.12,9.62,207,Very Unhealthy,5.1,86.5,0.447,4.63,42.19,779.4
Rivers,Obio-Akpor,2021-06-01,61.17,174.97,43.3,53.67,61.24,32.21,2.09,34.37,67.68,4.97,29.3,6.13,154,Unhealthy,5.9,92.5,0.493,5.79,42.28,778.7
Rivers,Obio-Akpor,2021-07-01,105.12,130.22,29.07,63.19,89.51,26.2,2.22,81.72,33.18,2.81,13.86,7.77,177,Unhealthy,4.1,93.4,0.521,5.66,42.22,775.6
Rivers,Obio-Akpor,2021-08-01,83.91,197.36,34.01,34.25,80.57,14.28,3.4,67.13,41.25,4.12,13.97,2.1,166,Unhealthy,6.3,100.0,0.429,4.88,44.06,784.8
Rivers,Obio-Akpor,2021-09-01,145.25,115.84,46.63,34.76,32.45,27.07,4.86,64.17,39.1,9.82,11.95,3.62,197,Unhealthy,5.8,94.8,0.478,5.05,43.18,782.6
Rivers,Obio-Akpor,2021-10-01,80.7,283.19,26.85,66.67,74.08,24.69,3.81,37.17,33.56,12.33,30.36,7.85,164,Unhealthy,5.1,81.4,0.444,5.39,42.74,776.8
Rivers,Obio-Akpor,2021-11-01,153.38,169.97,54.54,73.51,87.34,38.27,2.91,95.99,95.91,6.61,33.47,5.66,204,Very Unhealthy,10.3,57.4,0.436,4.88,42.2,782.9
Rivers,Obio-Akpor,2021-12-01,88.05,477.55,53.32,96.83,45.58,24.97,4.63,97.26,130.33,11.2,11.81,16.21,168,Unhealthy,10.0,51.7,0.538,5.38,43.09,784.2
Rivers,Obio-Akpor,2022-01-01,254.98,349.85,81.71,74.99,69.4,31.94,3.32,88.85,146.79,22.98,21.35,3.1,305,Hazardous,9.6,47.2,0.57,3.53,42.94,795.4
Rivers,Obio-Akpor,2022-02-01,134.06,410.78,76.71,125.92,101.87,19.38,1.87,126.18,65.02,14.55,20.39,19.08,192,Unhealthy,14.2,61.3,0.52,3.87,42.79,797.5
Rivers,Obio-Akpor,2022-03-01,83.47,272.93,65.26,54.93,39.35,40.04,5.79,56.18,54.12,6.77,33.39,14.05,165,Unhealthy,8.5,76.9,0.455,5.29,44.51,796.0
Rivers,Obio-Akpor,2022-04-01,48.38,128.41,45.83,54.33,76.9,35.83,2.48,66.17,64.03,3.84,12.03,3.59,133,Unhealthy for Sensitive Groups,8.3,87.0,0.482,5.05,43.55,793.6
Rivers,Obio-Akpor,2022-05-01,44.46,301.16,36.89,77.5,64.96,13.86,5.07,49.81,77.19,5.65,15.26,4.97,123,Unhealthy for Sensitive Groups,5.4,100.0,0.479,4.32,43.06,799.9
Rivers,Obio-Akpor,2022-06-01,77.18,216.5,13.27,67.75,35.51,15.68,4.81,73.61,60.26,3.18,27.22,7.57,162,Unhealthy,4.2,96.2,0.465,4.93,43.55,799.1
Rivers,Obio-Akpor,2022-07-01,128.98,156.68,17.36,61.11,88.17,37.78,1.77,108.34,45.39,4.63,19.43,2.63,189,Unhealthy,5.6,100.0,0.574,4.4,44.3,795.7
Rivers,Obio-Akpor,2022-08-01,77.33,292.27,46.57,46.76,80.46,24.03,2.89,56.55,65.12,8.3,25.64,11.01,162,Unhealthy,2.5,100.0,0.467,4.53,44.8,797.0
Rivers,Obio-Akpor,2022-09-01,93.45,187.64,46.92,60.29,59.26,32.43,3.76,42.42,44.05,12.12,22.67,12.11,171,Unhealthy,1.8,99.2,0.457,5.7,44.99,801.3
Rivers,Obio-Akpor,2022-10-01,100.6,250.78,26.07,67.81,87.43,20.9,3.74,58.45,61.26,4.3,8.25,6.58,174,Unhealthy,2.5,82.9,0.405,5.44,41.7,798.7
Rivers,Obio-Akpor,2022-11-01,160.7,276.1,41.44,55.3,36.99,20.05,1.69,103.43,78.54,17.92,28.66,5.24,211,Very Unhealthy,3.4,78.7,0.566,4.08,44.59,798.9
Rivers,Obio-Akpor,2022-12-01,214.52,471.37,37.52,89.59,158.77,54.25,3.43,150.0,144.69,14.5,50.73,13.8,264,Very Unhealthy,10.6,52.5,0.526,5.44,43.88,797.5
Rivers,Obio-Akpor,2023-01-01,255.65,697.7,66.41,110.72,168.21,43.24,6.24,86.71,85.06,18.9,17.23,20.0,305,Hazardous,11.9,57.9,0.448,3.78,44.29,816.0
Rivers,Obio-Akpor,2023-02-01,253.12,390.48,55.4,122.66,83.2,37.41,5.03,150.0,87.8,8.13,41.29,18.26,303,Hazardous,13.8,56.3,0.451,5.06,44.78,814.7
Rivers,Obio-Akpor,2023-03-01,212.43,304.31,69.09,68.13,55.04,33.09,2.91,111.46,75.14,4.2,38.36,17.07,262,Very Unhealthy,4.8,67.0,0.553,5.06,43.15,818.7
Rivers,Obio-Akpor,2023-04-01,69.7,122.47,34.12,36.1,52.23,13.44,4.86,116.27,60.23,2.99,8.74,7.21,158,Unhealthy,10.9,75.3,0.569,3.89,43.83,818.4
Rivers,Obio-Akpor,2023-05-01,142.19,96.35,49.55,28.42,98.28,37.34,1.41,97.57,53.76,9.15,26.94,12.08,196,Unhealthy,8.1,90.6,0.515,4.65,44.21,819.8
Rivers,Obio-Akpor,2023-06-01,153.75,239.02,51.84,30.11,83.04,12.66,2.82,62.91,79.22,7.21,29.42,9.53,204,Very Unhealthy,3.3,86.5,0.483,3.07,45.42,815.5
Rivers,Obio-Akpor,2023-07-01,107.66,248.07,29.06,39.09,41.73,16.92,2.24,110.89,82.04,6.38,18.86,8.69,178,Unhealthy,3.6,100.0,0.457,5.4,43.85,815.1
Rivers,Obio-Akpor,2023-08-01,109.03,239.26,41.84,59.93,57.77,12.13,3.23,76.27,62.48,7.19,14.67,11.5,179,Unhealthy,2.5,100.0,0.465,4.45,44.65,811.5
Rivers,Obio-Akpor,2023-09-01,80.75,156.85,47.62,32.18,46.99,32.83,3.78,109.4,43.94,2.75,17.96,5.44,164,Unhealthy,2.9,100.0,0.521,2.76,46.03,816.1
Rivers,Obio-Akpor,2023-10-01,75.51,95.39,51.43,65.97,27.68,32.0,3.76,40.81,31.78,12.27,21.43,2.25,161,Unhealthy,6.1,89.7,0.56,4.77,44.49,810.0
Rivers,Obio-Akpor,2023-11-01,118.34,596.56,24.71,81.24,48.73,46.12,2.36,150.0,88.93,16.44,40.49,9.56,183,Unhealthy,7.7,61.9,0.473,4.46,43.94,813.8
Rivers,Obio-Akpor,2023-12-01,191.62,504.9,93.78,127.49,61.37,65.1,3.08,74.26,76.69,6.14,45.13,11.37,242,Very Unhealthy,11.5,40.1,0.605,5.82,44.58,815.1
Rivers,Obio-Akpor,2024-01-01,98.39,736.83,53.73,139.45,136.23,68.05,9.04,99.24,64.11,12.34,20.11,9.8,173,Unhealthy,6.9,58.5,0.459,4.87,45.78,830.6
Rivers,Obio-Akpor,2024-02-01,206.61,659.9,36.0,84.77,63.48,31.0,7.82,150.0,54.55,4.74,31.62,9.49,257,Very Unhealthy,8.6,45.8,0.417,4.87,46.4,830.6
Rivers,Obio-Akpor,2024-03-01,120.86,330.39,48.87,103.52,73.57,36.02,5.97,57.1,75.61,8.95,40.43,7.85,185,Unhealthy,6.1,56.9,0.494,2.98,45.98,830.7
Rivers,Obio-Akpor,2024-04-01,93.67,109.82,27.78,71.29,60.58,24.21,4.93,117.32,89.61,12.77,21.56,8.6,171,Unhealthy,7.5,81.8,0.522,6.33,45.78,825.2
Rivers,Obio-Akpor,2024-05-01,105.46,203.07,39.22,57.16,42.71,13.74,1.9,131.76,70.89,8.65,22.31,8.89,177,Unhealthy,10.9,82.9,0.487,5.72,45.49,829.0
Rivers,Obio-Akpor,2024-06-01,67.47,251.13,23.82,49.09,81.39,38.41,5.63,68.86,68.21,8.84,24.91,6.87,157,Unhealthy,4.1,96.5,0.498,4.9,44.88,825.1
Rivers,Obio-Akpor,2024-07-01,160.26,115.59,47.05,45.99,73.41,37.81,3.37,128.65,54.1,10.05,8.53,10.36,211,Very Unhealthy,9.0,100.0,0.592,3.09,46.27,831.3
Rivers,Obio-Akpor,2024-08-01,90.42,197.46,43.7,68.85,76.74,20.08,2.46,79.67,53.75,6.17,32.54,9.71,169,Unhealthy,7.0,100.0,0.566,4.44,44.8,825.7
Rivers,Obio-Akpor,2024-09-01,86.98,116.07,23.51,80.22,62.1,39.61,5.03,76.57,71.95,3.24,18.37,9.34,167,Unhealthy,3.9,98.6,0.537,5.4,44.86,830.1
Rivers,Obio-Akpor,2024-10-01,164.63,109.88,36.89,62.58,46.77,38.3,2.24,67.37,77.03,6.04,11.26,1.73,215,Very Unhealthy,7.0,89.9,0.501,5.48,43.51,831.5
Rivers,Obio-Akpor,2024-11-01,114.45,226.88,42.83,72.48,44.03,53.49,5.43,136.07,72.96,17.05,23.86,15.87,181,Unhealthy,6.4,79.9,0.488,6.72,45.44,831.8
Rivers,Obio-Akpor,2024-12-01,69.48,596.67,31.45,142.14,107.69,64.82,6.59,150.0,84.1,15.87,31.68,12.34,158,Unhealthy,10.0,55.0,0.496,5.89,44.92,825.5
Rivers,Obio-Akpor,2025-01-01,197.98,653.31,71.85,57.09,134.36,64.95,7.32,150.0,112.44,16.61,51.25,20.0,248,Very Unhealthy,4.6,41.9,0.544,6.36,47.12,851.1
Rivers,Obio-Akpor,2025-02-01,199.48,266.52,39.92,126.68,141.45,35.04,2.74,150.0,64.24,14.28,14.04,15.67,250,Very Unhealthy,11.3,56.3,0.426,5.56,47.82,847.7
Rivers,Obio-Akpor,2025-03-01,115.7,521.89,65.38,105.96,46.72,49.23,5.85,61.54,68.76,15.23,37.54,14.28,182,Unhealthy,5.7,56.7,0.573,5.41,45.8,851.6
Rivers,Obio-Akpor,2025-04-01,159.6,255.0,20.33,42.67,57.15,38.06,3.78,86.79,49.21,2.63,10.61,12.86,210,Very Unhealthy,8.7,85.0,0.499,4.43,46.04,847.9
Rivers,Obio-Akpor,2025-05-01,153.05,172.08,28.27,61.14,82.74,37.09,3.12,46.78,71.06,9.59,12.0,12.1,204,Very Unhealthy,8.8,82.8,0.532,5.42,46.69,855.2
Rivers,Obio-Akpor,2025-06-01,76.55,141.96,38.03,53.62,59.86,14.39,2.81,109.86,73.35,13.05,16.11,12.96,162,Unhealthy,7.9,100.0,0.487,4.35,46.37,852.2
Rivers,Obio-Akpor,2025-07-01,123.58,178.43,47.49,69.54,66.42,17.6,2.39,57.07,44.8,6.64,22.79,4.21,186,Unhealthy,4.9,100.0,0.493,4.08,45.0,849.4
Rivers,Obio-Akpor,2025-08-01,66.39,167.74,29.57,50.94,73.43,40.04,1.25,126.27,33.18,12.99,30.77,12.2,157,Unhealthy,5.0,100.0,0.52,6.7,45.46,849.0
Rivers,Obio-Akpor,2025-09-01,93.96,137.79,41.18,47.98,70.84,35.11,1.3,87.21,62.16,4.21,26.86,3.97,171,Unhealthy,6.3,94.8,0.474,4.83,46.73,847.2
Rivers,Obio-Akpor,2025-10-01,70.62,303.74,52.12,42.15,88.19,25.39,2.05,68.35,59.36,9.26,33.82,6.76,159,Unhealthy,9.3,99.6,0.525,4.63,47.12,848.2
Rivers,Obio-Akpor,2025-11-01,95.48,555.02,75.83,93.01,109.35,40.74,5.63,103.2,88.04,17.48,38.41,5.06,172,Unhealthy,5.6,72.8,0.54,4.72,46.82,847.1
Rivers,Obio-Akpor,2025-12-01,242.43,761.51,43.52,84.87,110.62,42.97,5.79,72.3,158.23,19.41,46.51,10.36,292,Very Unhealthy,8.0,45.5,0.497,5.12,46.42,844.8
Rivers,Port Harcourt,2014-01-01,296.52,468.42,65.72,110.19,149.13,24.39,2.37,150.0,177.18,12.39,24.46,20.0,338,Hazardous,3.4,59.7,0.463,4.33,35.92,654.6
Rivers,Port Harcourt,2014-02-01,307.05,634.87,68.41,105.18,142.63,50.12,4.9,78.24,126.44,7.53,47.53,17.79,346,Hazardous,5.3,52.3,0.518,6.21,34.89,660.5
Rivers,Port Harcourt,2014-03-01,258.98,236.86,56.18,45.07,136.95,41.35,4.47,88.51,112.57,4.46,34.04,8.12,308,Hazardous,4.8,71.5,0.457,3.26,34.8,660.1
Rivers,Port Harcourt,2014-04-01,109.31,182.7,58.1,63.66,58.76,34.57,3.58,150.0,63.08,3.13,15.82,3.7,179,Unhealthy,9.1,81.5,0.508,5.23,34.47,658.6
Rivers,Port Harcourt,2014-05-01,193.82,324.01,29.79,38.23,105.0,41.33,2.2,85.05,56.67,11.35,18.39,8.83,244,Very Unhealthy,5.9,85.7,0.65,4.37,35.05,661.1
Rivers,Port Harcourt,2014-06-01,50.03,154.66,31.68,70.83,65.7,41.32,4.01,115.58,99.92,7.91,23.1,10.33,137,Unhealthy for Sensitive Groups,8.9,100.0,0.44,4.29,33.85,662.4
Rivers,Port Harcourt,2014-07-01,104.91,160.37,43.46,77.99,114.01,40.96,6.04,80.51,51.8,6.37,27.3,4.76,177,Unhealthy,5.1,100.0,0.5,5.71,34.42,661.5
Rivers,Port Harcourt,2014-08-01,180.04,144.82,23.53,50.54,65.53,25.88,2.41,70.31,74.33,10.7,29.16,4.55,230,Very Unhealthy,2.3,100.0,0.448,3.55,33.93,663.2
Rivers,Port Harcourt,2014-09-01,61.47,290.18,56.05,67.71,44.42,16.77,1.42,140.79,92.98,7.97,22.21,4.68,154,Unhealthy,2.6,93.2,0.506,5.5,35.66,660.8
Rivers,Port Harcourt,2014-10-01,82.78,272.93,42.23,42.88,35.4,30.84,5.4,82.49,112.41,14.31,15.57,2.35,165,Unhealthy,7.9,94.9,0.545,5.83,35.93,652.8
Rivers,Port Harcourt,2014-11-01,217.85,288.63,51.52,104.22,154.27,62.35,7.46,78.09,67.46,7.16,25.12,16.1,268,Very Unhealthy,9.8,63.6,0.578,5.04,34.6,666.2
Rivers,Port Harcourt,2014-12-01,270.64,767.41,91.54,125.88,72.16,59.77,10.31,141.21,117.84,24.01,40.24,13.28,317,Hazardous,11.8,44.1,0.381,5.38,35.52,661.5
Rivers,Port Harcourt,2015-01-01,315.93,436.13,112.64,151.1,132.14,56.25,5.93,150.0,188.82,9.74,54.39,11.57,353,Hazardous,5.8,42.3,0.46,5.47,35.56,677.1
Rivers,Port Harcourt,2015-02-01,84.81,222.03,34.17,134.96,101.01,73.54,2.37,150.0,122.2,6.73,13.01,5.23,166,Unhealthy,15.4,62.4,0.48,5.49,35.61,676.0
Rivers,Port Harcourt,2015-03-01,231.48,467.33,38.58,55.32,79.53,52.31,6.55,147.65,57.89,18.55,43.47,13.65,281,Very Unhealthy,6.1,68.7,0.391,5.37,36.33,675.0
Rivers,Port Harcourt,2015-04-01,140.45,209.03,35.91,60.07,43.01,33.02,3.4,97.68,75.15,8.7,23.56,3.97,195,Unhealthy,7.7,78.5,0.49,4.32,35.6,673.6
Rivers,Port Harcourt,2015-05-01,85.37,170.57,26.34,78.03,75.37,24.77,6.63,150.0,91.92,9.4,12.83,9.46,166,Unhealthy,3.9,85.6,0.593,3.11,36.82,678.7
Rivers,Port Harcourt,2015-06-01,59.56,233.07,33.47,59.18,59.72,44.23,4.64,135.61,76.82,12.4,17.98,5.17,153,Unhealthy,3.7,96.6,0.515,3.69,35.36,679.3
Rivers,Port Harcourt,2015-07-01,201.76,208.3,64.38,38.67,114.12,14.41,2.0,47.08,51.14,4.85,17.73,10.57,252,Very Unhealthy,3.2,97.3,0.554,5.48,36.05,675.0
Rivers,Port Harcourt,2015-08-01,61.12,227.49,59.58,43.94,93.35,34.84,4.45,150.0,73.16,4.1,38.77,9.4,154,Unhealthy,5.9,97.7,0.478,6.15,36.58,671.6
Rivers,Port Harcourt,2015-09-01,155.74,156.53,27.61,91.69,74.31,45.11,4.89,67.86,78.48,14.73,23.57,10.28,206,Very Unhealthy,7.3,100.0,0.52,5.11,36.43,679.1
Rivers,Port Harcourt,2015-10-01,149.51,237.36,67.32,55.27,58.45,46.05,6.24,80.65,42.27,6.87,13.16,7.62,200,Unhealthy,9.2,79.2,0.493,6.19,35.83,678.6
Rivers,Port Harcourt,2015-11-01,265.91,652.26,67.8,90.59,68.81,49.24,3.33,150.0,108.47,9.55,47.23,4.52,313,Hazardous,11.1,61.6,0.499,4.99,35.95,680.1
Rivers,Port Harcourt,2015-12-01,226.06,659.24,87.93,176.27,200.0,24.83,4.65,150.0,185.64,6.52,15.09,14.93,276,Very Unhealthy,11.0,54.2,0.477,2.98,36.2,681.1
Rivers,Port Harcourt,2016-01-01,339.7,313.38,116.8,161.01,111.81,34.14,10.09,150.0,143.08,6.79,32.97,20.0,372,Hazardous,11.5,41.9,0.479,3.87,37.07,697.6
Rivers,Port Harcourt,2016-02-01,97.28,421.34,73.26,127.06,146.1,23.49,6.99,150.0,163.78,9.55,37.7,20.0,173,Unhealthy,7.7,43.0,0.463,4.44,36.28,690.4
Rivers,Port Harcourt,2016-03-01,248.4,438.31,47.88,90.23,87.32,57.96,6.34,103.21,80.46,10.69,27.38,19.9,298,Very Unhealthy,5.6,69.5,0.383,3.41,37.23,690.4
Rivers,Port Harcourt,2016-04-01,199.27,133.17,39.63,99.65,71.72,20.65,4.82,48.01,46.36,9.22,32.79,11.69,249,Very Unhealthy,2.8,76.1,0.545,3.63,37.42,692.1
Rivers,Port Harcourt,2016-05-01,178.21,196.51,53.58,96.95,76.72,39.25,3.82,150.0,52.65,9.13,31.84,13.91,228,Very Unhealthy,6.4,87.4,0.516,4.04,38.22,693.0
Rivers,Port Harcourt,2016-06-01,83.63,195.22,38.08,45.91,52.71,42.65,5.17,62.76,92.98,12.6,9.72,16.41,166,Unhealthy,4.0,93.0,0.487,2.87,37.92,687.6
Rivers,Port Harcourt,2016-07-01,78.81,344.68,47.82,100.07,52.08,17.18,2.96,150.0,99.12,7.42,27.77,15.68,163,Unhealthy,1.8,100.0,0.494,5.99,36.69,695.2
Rivers,Port Harcourt,2016-08-01,112.42,343.31,59.84,42.02,72.29,25.6,5.23,150.0,78.12,10.4,8.63,3.09,180,Unhealthy,8.1,96.4,0.486,6.94,35.94,691.7
